date,platform,spend,impressions,clicks
2024-09-06,Google Ads,17853,53559,1437
2024-09-11,ВКонтакте,72917,145834,2150
2023-04-18,Email-рассылка,94664,94664,3649
2024-01-20,Яндекс.Директ,98334,98334,1256
2023-06-22,Поиск (organic),71345,142690,4692
2023-02-09,Поиск (organic),83358,250074,3584
2023-10-26,Поиск (organic),32570,32570,1391
2024-04-10,Яндекс.Директ,5054,10108,328
2024-01-15,ВКонтакте,66486,132972,3983
2024-06-21,Google Ads,33028,33028,1050
2023-12-26,Поиск (organic),14133,14133,482
2024-06-25,Поиск (organic),50438,100876,1150
2023-12-22,Google Ads,48368,145104,1470
2023-06-15,Яндекс.Директ,21456,64368,1785
2024-06-28,ВКонтакте,66332,132664,5475
2024-07-20,Яндекс.Директ,19042,57126,2697
2023-06-20,Google Ads,93762,281286,3736
2024-09-09,Google Ads,29347,58694,1699
2023-06-17,ВКонтакте,73900,147800,6194
2023-07-03,Email-рассылка,99658,298974,12861
2023-01-18,Email-рассылка,23992,47984,757
2024-09-09,Поиск (organic),53473,53473,1836
2024-07-01,Email-рассылка,72286,144572,4610
2024-11-19,Поиск (organic),15878,47634,2032
2025-01-17,ВКонтакте,62062,62062,2019
2024-10-09,Поиск (organic),73068,146136,4135
2024-10-26,Яндекс.Директ,93826,187652,3491
2025-02-07,Яндекс.Директ,90021,90021,1426
2023-12-13,Email-рассылка,30791,92373,1293
2023-11-07,Google Ads,9782,19564,843
2024-10-04,ВКонтакте,26474,52948,728
2024-11-25,Яндекс.Директ,57568,172704,4738
2024-06-02,Яндекс.Директ,90256,90256,1934
2023-01-08,Email-рассылка,25253,75759,2700
2023-07-01,ВКонтакте,26782,53564,1155
2023-09-12,ВКонтакте,96818,193636,7263
2025-01-14,ВКонтакте,61293,183879,4871
2024-09-02,Google Ads,20299,40598,1275
2023-04-30,Поиск (organic),21774,43548,1240
2023-03-17,ВКонтакте,16247,32494,412
2024-11-05,Email-рассылка,31074,31074,998
2023-03-30,Поиск (organic),70871,70871,2451
2024-11-27,Google Ads,64175,128350,2783
2024-10-12,Яндекс.Директ,80526,161052,7565
2025-03-05,Email-рассылка,83636,83636,3945
2024-02-19,Яндекс.Директ,11984,23968,965
2023-07-28,Google Ads,31134,31134,394
2023-12-04,Яндекс.Директ,26592,53184,1531
2023-08-14,Google Ads,45537,45537,1110
2023-08-20,ВКонтакте,66698,200094,9896
2025-02-05,Яндекс.Директ,2716,5432,224
2024-09-26,Поиск (organic),19930,59790,2567
2023-03-26,Поиск (organic),88942,266826,9355
2024-12-06,Email-рассылка,74366,74366,2732
2025-03-16,Email-рассылка,30951,30951,578
2025-03-19,Поиск (organic),47675,47675,656
2024-07-15,Google Ads,83042,83042,2488
2023-08-15,ВКонтакте,68040,68040,2743
2023-02-14,Google Ads,74851,74851,1757
2024-07-21,Google Ads,56961,56961,2676
2024-10-29,Email-рассылка,88681,177362,3779
2024-11-16,Email-рассылка,18719,37438,1412
2024-03-11,Поиск (organic),41313,82626,963
2023-04-17,Яндекс.Директ,44270,132810,1424
2024-04-30,ВКонтакте,6352,6352,84
2024-05-18,ВКонтакте,46605,93210,3113
2024-03-06,Email-рассылка,97990,195980,4352
2024-09-11,Google Ads,92350,92350,1715
2024-07-12,Поиск (organic),12572,12572,568
2024-10-09,Email-рассылка,99145,99145,3986
2023-11-03,Яндекс.Директ,63841,63841,1620
2023-12-04,Яндекс.Директ,42774,85548,2925
2024-11-06,Яндекс.Директ,21594,43188,1758
2024-12-22,ВКонтакте,84375,168750,7435
2023-06-17,Email-рассылка,96260,96260,4288
2023-03-23,Google Ads,85875,171750,6921
2023-06-02,Яндекс.Директ,81515,244545,3789
2024-08-15,Email-рассылка,17283,17283,763
2023-07-02,Email-рассылка,99724,199448,3742
2023-01-29,Яндекс.Директ,40591,121773,4917
2023-12-19,Email-рассылка,46810,93620,3300
2024-01-20,Email-рассылка,58056,174168,7717
2023-01-10,Яндекс.Директ,86099,258297,8679
2023-05-15,Google Ads,25329,50658,1986
2024-08-08,Яндекс.Директ,87585,175170,6040
2023-06-07,Яндекс.Директ,58643,117286,4538
2023-09-09,Google Ads,55764,167292,3622
2023-12-23,Email-рассылка,52071,156213,2634
2023-04-24,Email-рассылка,53634,160902,5399
2024-10-26,Email-рассылка,33433,66866,2241
2024-07-02,Email-рассылка,87530,262590,5223
2023-07-29,Поиск (organic),66472,132944,4159
2023-09-08,ВКонтакте,30456,91368,4367
2023-09-02,Google Ads,91877,275631,8375
2024-03-13,Поиск (organic),32293,32293,1372
2024-10-07,Email-рассылка,90750,90750,1647
2025-03-06,Яндекс.Директ,68081,68081,3338
2024-07-14,Поиск (organic),16132,16132,395
2024-03-10,Яндекс.Директ,4430,13290,492
2025-02-02,Яндекс.Директ,83287,166574,6717
2025-03-25,Поиск (organic),48901,48901,744
2024-09-29,Google Ads,96882,96882,3557
2025-02-15,Email-рассылка,84967,84967,1761
2024-06-12,Google Ads,52166,52166,2591
2023-08-01,Поиск (organic),5329,10658,325
2024-10-24,Google Ads,77886,77886,3342
2023-08-28,ВКонтакте,67865,135730,2170
2024-01-12,Email-рассылка,68064,204192,2194
2025-03-26,Яндекс.Директ,69400,138800,1594
2024-01-17,Google Ads,62107,124214,5911
2024-02-24,ВКонтакте,38074,38074,684
2024-05-05,ВКонтакте,14271,14271,370
2025-03-05,Google Ads,49898,149694,3542
2023-11-17,ВКонтакте,31166,62332,1267
2024-04-14,ВКонтакте,96697,96697,4127
2024-03-17,ВКонтакте,23791,47582,1722
2025-03-18,ВКонтакте,43019,43019,712
2023-03-03,Email-рассылка,82255,246765,3511
2023-06-27,Google Ads,55228,55228,874
2023-10-31,Яндекс.Директ,17007,34014,1132
2024-04-03,Google Ads,10621,21242,421
2023-10-11,Яндекс.Директ,11281,33843,1127
2025-02-14,ВКонтакте,5665,11330,406
2023-10-13,Яндекс.Директ,35482,106446,3800
2024-12-01,Поиск (organic),80954,161908,4790
2024-11-02,Поиск (organic),16245,32490,472
2023-10-20,ВКонтакте,10829,10829,297
2023-07-22,Яндекс.Директ,45891,137673,2452
2024-06-04,Google Ads,88775,266325,3867
2024-04-04,Google Ads,10464,10464,456
2023-09-08,Email-рассылка,76472,76472,1797
2023-07-16,Email-рассылка,58116,58116,1313
2023-07-15,ВКонтакте,41258,123774,4354
2023-11-27,Яндекс.Директ,31952,95856,3976
2023-08-31,Email-рассылка,37293,37293,1165
2023-06-23,Google Ads,23516,47032,1963
2023-10-06,ВКонтакте,95775,287325,13735
2025-01-20,Email-рассылка,8752,26256,1106
2024-07-21,Google Ads,34135,102405,1159
2024-11-22,Яндекс.Директ,36302,108906,3318
2023-05-23,ВКонтакте,58703,58703,914
2024-08-26,Email-рассылка,50809,101618,2500
2023-06-07,Email-рассылка,39065,78130,3562
2023-02-26,Поиск (organic),57867,115734,3803
2023-03-26,Google Ads,82746,165492,1937
2023-10-30,Поиск (organic),61808,61808,1424
2023-09-12,Google Ads,80094,240282,10192
2024-12-16,Google Ads,56812,113624,5054
2023-06-27,ВКонтакте,18592,37184,1332
2023-12-26,ВКонтакте,53188,53188,2325
2024-07-07,Google Ads,18870,37740,1342
2024-06-17,ВКонтакте,31217,62434,2930
2024-12-28,ВКонтакте,40036,120108,1260
2024-07-11,Google Ads,13145,13145,633
2024-08-29,Яндекс.Директ,8123,8123,371
2024-11-21,ВКонтакте,45835,137505,6660
2024-04-04,Google Ads,8273,8273,244
2023-06-10,ВКонтакте,72238,72238,3289
2025-02-15,Яндекс.Директ,29630,88890,2374
2023-09-28,ВКонтакте,52280,52280,2565
2023-09-23,ВКонтакте,46404,46404,1369
2024-12-03,Яндекс.Директ,67188,201564,8707
2023-07-20,ВКонтакте,42394,84788,1697
2023-04-08,Email-рассылка,39890,39890,1896
2024-02-11,Email-рассылка,8882,17764,885
2023-07-28,Поиск (organic),34372,34372,609
2024-09-25,Яндекс.Директ,59004,177012,4789
2023-12-08,Email-рассылка,6225,18675,508
2023-01-02,ВКонтакте,22844,45688,1855
2023-03-22,Яндекс.Директ,15078,15078,258
2023-05-15,ВКонтакте,65603,65603,2562
2024-04-11,ВКонтакте,88524,88524,2467
2024-01-07,ВКонтакте,46843,46843,1198
2023-10-22,Поиск (organic),85177,170354,6118
2024-10-16,ВКонтакте,86943,173886,7927
2024-06-11,Email-рассылка,88999,266997,5050
2023-11-01,Поиск (organic),1424,1424,30
2024-01-26,Email-рассылка,19263,57789,2168
2024-07-29,Google Ads,3631,10893,490
2025-03-18,Google Ads,46720,140160,6849
2023-09-10,ВКонтакте,31562,94686,2113
2024-10-13,Google Ads,12954,12954,319
2024-10-23,Поиск (organic),98607,197214,8867
2024-03-25,Google Ads,75896,151792,5220
2023-08-01,ВКонтакте,12122,12122,470
2023-08-14,ВКонтакте,62553,62553,1422
2024-06-19,Яндекс.Директ,61578,123156,4828
2024-09-21,Яндекс.Директ,36726,73452,2423
2024-03-13,ВКонтакте,67857,67857,1986
2023-04-05,Яндекс.Директ,18230,18230,611
2024-11-26,Яндекс.Директ,97863,97863,1924
2023-03-11,Яндекс.Директ,18826,37652,1633
2024-08-29,ВКонтакте,95401,95401,3287
2024-09-05,ВКонтакте,98767,197534,9859
2023-06-23,Email-рассылка,44669,89338,1773
2025-01-08,Email-рассылка,15371,30742,798
2023-11-09,Поиск (organic),53618,53618,1472
2023-02-16,Яндекс.Директ,16879,16879,198
2023-10-27,Google Ads,71207,142414,3158
2023-04-04,Google Ads,99213,198426,6477
2024-10-14,Яндекс.Директ,31663,94989,3102
2024-01-28,Яндекс.Директ,24777,49554,1144
2025-02-01,Email-рассылка,24499,48998,884
2024-03-03,Яндекс.Директ,34102,102306,3519
2024-04-27,Яндекс.Директ,33542,67084,817
2023-07-02,Google Ads,64169,64169,1856
2024-09-06,Email-рассылка,45929,45929,841
2024-11-08,Яндекс.Директ,80133,240399,5725
2024-05-11,ВКонтакте,77242,77242,2906
2023-02-13,Email-рассылка,27672,55344,586
2023-01-27,ВКонтакте,9301,9301,381
2024-08-25,Поиск (organic),79217,237651,11528
2023-05-17,Google Ads,56474,169422,2722
2023-09-06,Email-рассылка,30744,92232,3651
2023-02-10,Поиск (organic),8355,25065,396
2023-11-05,Email-рассылка,58514,117028,3106
2024-12-15,Google Ads,62909,188727,3277
2024-08-21,Google Ads,7232,14464,367
2024-07-26,Google Ads,48731,48731,1262
2023-05-19,Email-рассылка,8698,26094,685
2023-03-03,Google Ads,44273,88546,2878
2024-05-28,Яндекс.Директ,23061,69183,1677
2025-01-25,Яндекс.Директ,75685,227055,9196
2024-02-17,Поиск (organic),96374,192748,7811
2024-05-18,Email-рассылка,32054,64108,1188
2024-08-01,Яндекс.Директ,47592,142776,2144
2024-05-14,Email-рассылка,46270,92540,1565
2024-12-26,ВКонтакте,29294,29294,1457
2024-02-04,Email-рассылка,44213,132639,3995
2023-12-30,ВКонтакте,46162,46162,1940
2024-01-13,Поиск (organic),18511,18511,266
2025-01-15,ВКонтакте,34456,103368,2154
2023-04-09,Яндекс.Директ,21759,65277,2136
2023-08-30,ВКонтакте,38871,38871,435
2023-02-08,Email-рассылка,90882,90882,2312
2023-05-02,Email-рассылка,97099,97099,3887
2023-05-11,ВКонтакте,66830,133660,2066
2024-11-10,Email-рассылка,72344,217032,4787
2023-01-14,Email-рассылка,4462,4462,103
2023-11-04,Поиск (organic),66842,66842,2141
2024-12-09,Яндекс.Директ,79948,159896,1898
2024-12-27,Яндекс.Директ,34323,34323,535
2023-11-24,Поиск (organic),15513,31026,779
2024-10-10,Email-рассылка,41739,125217,5029
2023-06-22,Email-рассылка,11203,22406,712
2023-05-05,Email-рассылка,18291,54873,2316
2025-01-28,Яндекс.Директ,5932,5932,134
2023-03-01,Google Ads,6041,6041,124
2023-12-14,Поиск (organic),13914,13914,344
2024-01-25,Google Ads,5647,16941,721
2025-02-13,Google Ads,53867,107734,3186
2024-10-20,Поиск (organic),14396,14396,464
2024-07-29,ВКонтакте,33947,67894,1753
2024-12-05,Яндекс.Директ,63958,127916,1604
2023-08-30,Поиск (organic),14070,14070,543
2024-07-22,ВКонтакте,2138,6414,223
2024-06-27,Google Ads,52485,104970,4653
2024-12-04,Поиск (organic),84712,254136,5950
2023-02-09,Поиск (organic),3637,3637,181
2023-09-01,Яндекс.Директ,75383,75383,1733
2024-10-17,Яндекс.Директ,35945,35945,1480
2025-03-26,ВКонтакте,27913,55826,1133
2024-07-08,Email-рассылка,52313,104626,2215
2023-05-09,Google Ads,69905,69905,1780
2023-11-12,Поиск (organic),54655,163965,4018
2024-07-24,ВКонтакте,88078,264234,8277
2023-07-13,Email-рассылка,66580,66580,2672
2024-10-03,Email-рассылка,91612,91612,2852
2024-07-14,ВКонтакте,32388,64776,3222
2024-06-04,Яндекс.Директ,74246,74246,1097
2023-07-15,Яндекс.Директ,35398,35398,1452
2023-02-18,Email-рассылка,8721,8721,428
2023-04-17,Поиск (organic),78447,156894,7744
2023-11-23,Google Ads,37047,74094,1753
2025-01-26,Яндекс.Директ,18159,18159,765
2024-03-11,Яндекс.Директ,47741,95482,3722
2023-10-03,Google Ads,13739,13739,356
2023-01-24,Поиск (organic),5614,11228,369
2023-02-24,Email-рассылка,22503,22503,958
2023-01-01,Яндекс.Директ,98900,296700,3746
2023-11-23,Email-рассылка,42535,127605,1969
2024-10-15,Поиск (organic),26534,53068,2278
2024-06-21,ВКонтакте,59348,118696,5158
2024-02-24,Email-рассылка,75792,75792,2599
2023-06-18,Email-рассылка,52210,156630,3088
2024-03-30,Яндекс.Директ,20614,41228,689
2024-10-21,Google Ads,80587,241761,8307
2024-05-12,Google Ads,87718,175436,2750
2024-09-27,Google Ads,74320,222960,6991
2023-08-29,ВКонтакте,37712,113136,3303
2023-11-08,Google Ads,51949,155847,3534
2024-05-11,ВКонтакте,80126,160252,3968
2023-10-04,Email-рассылка,85952,85952,1966
2023-12-15,ВКонтакте,58922,176766,6751
2023-07-18,Поиск (organic),10508,10508,450
2023-02-04,Яндекс.Директ,19546,19546,891
2023-10-06,Поиск (organic),75677,75677,2110
2023-06-01,Яндекс.Директ,79037,79037,3484
2023-09-28,Google Ads,81938,81938,951
2023-09-17,Яндекс.Директ,61031,61031,784
2023-03-02,Яндекс.Директ,45475,136425,2436
2023-02-01,ВКонтакте,3733,3733,167
2023-12-28,Google Ads,33148,33148,616
2024-10-18,Google Ads,83876,167752,6526
2024-11-09,Поиск (organic),3347,6694,319
2024-06-30,Яндекс.Директ,93170,279510,4892
2023-11-01,Google Ads,31779,31779,599
2024-09-28,ВКонтакте,66983,66983,1466
2023-05-15,ВКонтакте,90881,181762,5637
2023-08-21,Поиск (organic),2762,2762,79
2023-08-24,Яндекс.Директ,84286,84286,2841
2024-12-29,Поиск (organic),28531,28531,466
2024-07-05,ВКонтакте,7406,22218,504
2024-09-22,Яндекс.Директ,15413,46239,2110
2023-04-13,Яндекс.Директ,84411,84411,907
2023-10-16,Google Ads,15222,15222,579
2023-02-14,Google Ads,63830,191490,6160
2024-07-20,Google Ads,99062,198124,3990
2024-02-25,Яндекс.Директ,27555,27555,572
2025-02-08,Поиск (organic),73870,147740,4808
2023-07-29,Google Ads,50788,152364,2780
2024-08-03,Яндекс.Директ,8925,8925,306
2023-09-25,Email-рассылка,16701,50103,1210
2023-02-18,Поиск (organic),8447,8447,170
2023-10-26,Google Ads,18047,36094,670
2024-06-17,Яндекс.Директ,92798,278394,8420
2023-10-11,Google Ads,6503,6503,68
2023-11-02,Яндекс.Директ,64759,129518,2935
2023-03-08,Email-рассылка,66539,133078,1701
2024-06-23,ВКонтакте,33833,101499,2948
2024-04-02,Google Ads,36134,36134,1782
2023-02-04,Поиск (organic),9814,29442,962
2023-05-30,Поиск (organic),15593,31186,731
2025-01-28,Google Ads,95627,191254,8549
2023-08-04,ВКонтакте,36599,36599,853
2024-10-10,Email-рассылка,19620,58860,2867
2024-05-20,ВКонтакте,19134,19134,454
2023-01-09,ВКонтакте,42775,42775,1678
2024-03-06,Поиск (organic),91657,274971,6098
2024-10-13,Email-рассылка,60496,120992,5964
2024-10-19,Google Ads,9234,9234,453
2024-11-09,ВКонтакте,9931,19862,216
2024-04-18,Поиск (organic),90904,272712,4580
2024-08-29,Email-рассылка,58490,175470,8648
2023-07-20,Поиск (organic),75995,151990,6700
2024-12-15,Email-рассылка,52998,52998,1512
2024-07-27,Поиск (organic),3153,3153,132
2023-06-12,Email-рассылка,13396,40188,862
2025-03-28,Яндекс.Директ,10327,10327,168
2024-01-16,ВКонтакте,44578,44578,1296
2023-10-07,Яндекс.Директ,56321,56321,1341
2024-09-12,Поиск (organic),46702,46702,1006
2024-09-23,Яндекс.Директ,86845,173690,2402
2023-05-04,Яндекс.Директ,64990,194970,4510
2023-05-27,Google Ads,34845,104535,3072
2023-09-23,ВКонтакте,84373,168746,8278
2023-03-17,Поиск (organic),51353,154059,5183
2023-10-18,Поиск (organic),45261,90522,3287
2024-01-17,Яндекс.Директ,80922,80922,1395
2024-04-27,Google Ads,34546,103638,3296
2025-03-15,Поиск (organic),42681,85362,875
2025-01-17,Яндекс.Директ,85872,257616,10757
2023-08-12,ВКонтакте,61554,61554,2733
2023-08-07,Яндекс.Директ,30686,92058,1045
2024-12-26,Email-рассылка,2027,6081,89
2025-03-20,Google Ads,82225,82225,4109
2023-11-10,ВКонтакте,84344,168688,3898
2023-07-04,ВКонтакте,56875,56875,2788
2023-05-06,Email-рассылка,95263,285789,11343
2024-02-20,ВКонтакте,87454,174908,6880
2024-09-14,Яндекс.Директ,95630,95630,3650
2023-12-20,Яндекс.Директ,34246,34246,1235
2024-05-11,Поиск (organic),86607,259821,9130
2023-07-24,ВКонтакте,42681,85362,3443
2024-03-16,Яндекс.Директ,97074,97074,2401
2023-12-05,Поиск (organic),14220,14220,395
2024-12-19,Email-рассылка,73630,147260,2525
2023-11-07,Google Ads,34751,104253,3083
2023-01-06,Яндекс.Директ,38644,77288,3603
2024-10-06,Email-рассылка,32654,97962,2717
2025-02-21,Яндекс.Директ,83862,251586,6541
2025-03-29,Поиск (organic),45114,45114,1272
2025-02-01,Google Ads,88218,88218,3538
2024-10-07,Google Ads,41509,83018,1486
2024-01-16,Поиск (organic),95383,190766,2855
2024-04-12,Email-рассылка,61581,184743,7867
2023-07-27,Email-рассылка,47602,142806,6899
2024-11-19,ВКонтакте,17926,17926,257
2023-12-13,Яндекс.Директ,52344,157032,4797
2023-03-30,Email-рассылка,42851,128553,1474
2025-02-05,ВКонтакте,40735,40735,781
2023-11-20,ВКонтакте,85673,257019,3368
2023-10-25,ВКонтакте,77290,154580,5837
2023-06-03,Поиск (organic),18837,37674,1582
2024-05-03,Яндекс.Директ,53253,106506,2295
2023-06-10,Google Ads,72479,144958,5595
2023-12-08,Email-рассылка,31185,93555,3524
2024-02-24,Google Ads,26202,78606,1058
2023-09-26,ВКонтакте,50277,150831,5567
2023-11-02,ВКонтакте,43842,131526,2468
2023-04-03,Email-рассылка,41925,125775,2031
2023-10-28,Email-рассылка,87908,263724,5238
2024-12-28,Поиск (organic),94891,189782,6185
2025-01-17,Яндекс.Директ,34128,34128,848
2024-01-03,Яндекс.Директ,38162,114486,4440
2023-06-06,Google Ads,97784,97784,1793
2025-01-15,ВКонтакте,7137,7137,99
2024-09-02,Google Ads,80369,80369,3205
2024-01-09,Email-рассылка,3339,6678,73
2024-09-07,Яндекс.Директ,50599,151797,4537
2024-05-07,Поиск (organic),3070,9210,153
2023-03-30,Email-рассылка,72051,216153,7075
2024-08-09,Google Ads,77357,154714,5070
2023-07-29,Email-рассылка,35302,105906,2308
2024-06-10,Email-рассылка,43456,86912,3106
2023-11-09,Яндекс.Директ,71495,142990,4198
2024-04-21,Email-рассылка,39123,39123,1675
2023-08-05,ВКонтакте,48130,48130,1871
2025-03-08,Яндекс.Директ,4198,12594,155
2023-12-25,Поиск (organic),23754,71262,1945
2024-11-22,Поиск (organic),14280,42840,1064
2024-06-15,Email-рассылка,32244,64488,902
2024-01-24,Поиск (organic),29956,59912,2028
2023-09-30,ВКонтакте,98487,295461,4340
2023-05-30,Поиск (organic),74514,223542,5099
2024-03-14,ВКонтакте,21898,43796,1108
2025-01-27,Яндекс.Директ,35225,70450,2030
2023-04-18,ВКонтакте,88300,264900,7368
2023-10-04,Email-рассылка,35236,105708,4447
2023-11-16,Email-рассылка,66394,199182,2744
2023-11-19,ВКонтакте,58088,116176,3571
2023-07-31,Яндекс.Директ,51068,102136,4503
2024-05-04,Google Ads,54491,108982,3236
2023-06-07,Яндекс.Директ,87344,174688,6863
2023-08-25,ВКонтакте,43332,43332,1042
2024-02-23,Поиск (organic),88697,88697,4356
2023-09-03,Поиск (organic),6310,12620,363
2024-08-20,Google Ads,99101,297303,8987
2024-09-04,Email-рассылка,71593,143186,4481
2024-07-28,Google Ads,44693,134079,2562
2023-03-21,ВКонтакте,94197,94197,4276
2024-11-02,Поиск (organic),42912,85824,3680
2024-12-18,Яндекс.Директ,82851,165702,5780
2023-06-28,ВКонтакте,3703,11109,235
2023-10-07,Яндекс.Директ,37080,74160,1034
2023-09-07,ВКонтакте,92619,92619,2266
2023-06-26,Поиск (organic),44844,89688,2732
2024-07-22,Email-рассылка,40699,81398,1097
2023-06-28,Яндекс.Директ,99205,99205,3851
2023-03-15,Яндекс.Директ,3519,10557,384
2025-03-13,ВКонтакте,62748,62748,1151
2024-03-19,ВКонтакте,39662,118986,5319
2025-02-04,Google Ads,29779,59558,1337
2023-05-06,Google Ads,10098,10098,396
2024-07-06,Email-рассылка,36173,108519,2960
2024-08-20,Яндекс.Директ,28303,84909,3725
2023-08-16,ВКонтакте,23273,69819,1576
2023-08-11,Яндекс.Директ,31412,94236,3340
2023-09-15,Google Ads,32149,64298,947
2025-01-18,Поиск (organic),14191,14191,615
2023-08-23,Google Ads,95730,95730,2486
2023-04-16,ВКонтакте,47160,47160,2010
2024-01-27,ВКонтакте,1800,5400,108
2023-08-26,Поиск (organic),62094,186282,8395
2023-09-29,Google Ads,10347,10347,293
2024-04-18,Яндекс.Директ,11658,11658,529
2024-09-01,Поиск (organic),87670,175340,8048
2023-12-28,Яндекс.Директ,68305,136610,6029
2023-03-15,ВКонтакте,14497,43491,2100
2023-05-21,Яндекс.Директ,80758,161516,7205
2024-06-22,Email-рассылка,88084,176168,8669
2023-10-02,Яндекс.Директ,53746,107492,2948
2024-01-21,Яндекс.Директ,76446,76446,2754
2023-02-20,Яндекс.Директ,2284,6852,163
2023-07-20,Яндекс.Директ,51478,51478,1376
2023-12-17,Email-рассылка,23262,46524,833
2023-02-14,Email-рассылка,24261,48522,2110
2023-05-17,Поиск (organic),4554,9108,428
2025-03-22,Яндекс.Директ,50876,101752,1430
2023-09-24,ВКонтакте,86947,86947,2162
2023-10-26,Google Ads,76775,230325,3187
2023-02-20,ВКонтакте,77273,77273,3161
2023-09-28,Яндекс.Директ,45373,90746,2836
2024-12-31,Email-рассылка,13163,39489,1625
2025-01-28,Поиск (organic),86358,172716,3862
2024-11-15,Поиск (organic),83476,166952,5480
2024-04-26,Яндекс.Директ,60011,60011,1081
2024-04-27,Поиск (organic),77924,155848,3409
2025-03-07,ВКонтакте,17075,51225,676
2024-08-04,Google Ads,81004,243012,8629
2024-02-26,Email-рассылка,48366,96732,4675
2025-01-03,ВКонтакте,38786,116358,2019
2024-08-06,Google Ads,58673,117346,5203
2025-02-20,Поиск (organic),60803,121606,2946
2025-02-28,Яндекс.Директ,13734,27468,874
2025-03-22,Email-рассылка,78024,156048,3242
2023-11-09,Google Ads,88241,264723,7238
2024-08-04,Поиск (organic),50211,50211,1295
2024-05-31,ВКонтакте,42646,42646,1094
2024-01-10,Google Ads,46171,138513,1521
2024-12-07,Яндекс.Директ,25177,50354,669
2023-09-02,Поиск (organic),63178,63178,1637
2023-07-31,Google Ads,9639,19278,698
2023-10-20,ВКонтакте,77919,155838,1640
2024-02-04,Яндекс.Директ,35318,105954,2453
2024-09-07,Email-рассылка,62234,62234,1102
2024-09-19,ВКонтакте,83136,166272,3162
2023-01-28,Email-рассылка,37353,74706,2581
2024-03-25,Поиск (organic),69170,207510,6098
2023-06-07,Яндекс.Директ,44784,134352,6343
2024-04-20,Email-рассылка,19949,59847,2686
2023-04-09,Email-рассылка,75679,227037,6783
2023-10-01,Email-рассылка,84337,84337,3639
2024-01-15,Google Ads,99613,199226,3862
2023-01-18,Поиск (organic),31452,62904,1879
2024-07-12,Поиск (organic),44174,132522,1461
2023-12-20,ВКонтакте,7293,14586,219
2024-12-22,Поиск (organic),11645,34935,1158
2023-03-08,Яндекс.Директ,87155,261465,4202
2024-07-26,Поиск (organic),74358,223074,4461
2024-04-27,Google Ads,74318,74318,1593
2023-06-18,ВКонтакте,77745,77745,2586
2024-03-09,Google Ads,73939,73939,1821
2023-06-28,Google Ads,31751,31751,1173
2023-06-16,Поиск (organic),4348,4348,181
2024-12-03,Яндекс.Директ,10693,32079,1451
2024-03-10,Поиск (organic),48664,97328,2437
2024-09-27,Поиск (organic),19102,57306,2370
2024-08-30,ВКонтакте,26183,78549,3267
2023-10-03,Email-рассылка,67373,67373,890
2025-02-03,Google Ads,3338,3338,156
2024-05-23,Поиск (organic),59390,59390,840
2024-09-24,ВКонтакте,65751,131502,6343
2023-07-31,Email-рассылка,41556,41556,1540
2024-02-19,Яндекс.Директ,88247,176494,8389
2024-04-26,Google Ads,69568,208704,7388
2023-05-29,Google Ads,16944,50832,2222
2024-03-16,Email-рассылка,33458,33458,1038
2023-03-02,Email-рассылка,61658,123316,1430
2024-09-29,Поиск (organic),72353,217059,7964
2024-11-28,Поиск (organic),15622,46866,1314
2023-12-07,Яндекс.Директ,31164,93492,4494
2024-12-24,ВКонтакте,22328,66984,2979
2023-10-13,ВКонтакте,31982,31982,997
2023-12-30,Google Ads,47075,47075,1586
2025-03-02,Email-рассылка,35088,70176,1012
2025-02-19,Email-рассылка,46895,46895,1730
2023-12-22,Email-рассылка,95673,191346,6236
2025-02-05,Email-рассылка,9640,9640,319
2023-01-26,Google Ads,82269,164538,6016
2023-11-24,ВКонтакте,63379,190137,8921
2023-02-02,Поиск (organic),52147,104294,4575
2023-05-11,Яндекс.Директ,39822,119466,3318
2023-04-05,Google Ads,63587,127174,2599
2023-01-23,Яндекс.Директ,96979,290937,3775
2024-06-08,Google Ads,70687,70687,2840
2023-01-13,Google Ads,93799,93799,4425
2024-02-27,Email-рассылка,96331,288993,10712
2025-02-10,Яндекс.Директ,61658,123316,5534
2024-08-31,Яндекс.Директ,33813,33813,377
2024-06-28,Email-рассылка,82346,247038,8390
2024-03-06,ВКонтакте,61608,184824,7734
2023-01-18,Яндекс.Директ,61043,183129,4666
2024-02-02,ВКонтакте,68601,68601,3181
2023-02-18,ВКонтакте,88201,176402,5161
2023-04-03,Поиск (organic),32166,64332,1321
2023-10-11,Яндекс.Директ,58316,174948,1875
2024-01-01,Email-рассылка,51165,51165,1780
2024-01-03,Email-рассылка,32338,32338,1508
2024-09-11,Поиск (organic),48445,48445,941
2024-11-04,Email-рассылка,54981,164943,3548
2023-02-17,Поиск (organic),72231,72231,3424
2024-03-13,Поиск (organic),36832,36832,1677
2024-07-23,ВКонтакте,54341,108682,1657
2023-07-01,Google Ads,60848,60848,683
2024-07-24,ВКонтакте,36808,36808,1704
2023-07-23,Поиск (organic),14197,28394,905
2024-09-03,Google Ads,89279,178558,8278
2024-09-03,ВКонтакте,11673,23346,628
2023-04-10,Email-рассылка,81603,244809,5143
2025-02-15,Google Ads,52708,105416,2875
2023-05-22,Google Ads,52749,52749,1281
2023-06-22,Google Ads,46625,46625,1284
2025-02-24,Email-рассылка,33697,67394,1486
2023-11-12,ВКонтакте,99497,298491,5636
2023-04-08,Поиск (organic),73888,221664,5340
2024-10-29,ВКонтакте,73906,147812,6004
