client_id,recency,frequency,monetary
user_4478,70,2,44773
user_4479,168,3,36055
user_448,521,2,40864
user_4480,512,4,64667
user_4481,48,10,306007
user_4483,102,4,72717
user_4484,480,1,49408
user_4485,59,9,187040
user_4486,238,8,220647
user_4487,72,9,178522
user_4489,126,8,233412
user_449,16,7,174617
user_4490,742,1,10667
user_4491,159,9,296673
user_4492,605,1,16699
user_4493,20,6,134761
user_4494,21,10,275363
user_4495,41,8,159769
user_4496,15,4,97855
user_4497,44,5,163326
user_4498,769,1,45282
user_4499,46,6,172166
user_45,421,4,53197
user_4500,150,3,89917
user_4501,447,3,79552
user_4502,240,9,257481
user_4503,49,2,89038
user_4504,35,10,232099
user_4505,238,2,32824
user_4506,124,9,316750
user_4507,12,7,220836
user_4509,438,1,40517
user_4510,269,4,96657
user_4511,162,5,124590
user_4512,184,5,113543
user_4513,41,8,283825
user_4514,167,10,334362
user_4515,145,4,106705
user_4516,120,6,123383
user_4517,211,9,223677
user_4519,169,3,84460
user_452,463,3,84790
user_4520,66,5,119741
user_4521,752,1,24135
user_4522,202,6,168903
user_4523,533,1,6383
user_4524,489,1,34838
user_4525,92,8,234803
user_4526,115,4,55893
user_4527,194,4,52233
user_4528,116,10,282452
user_4529,74,6,175811
user_453,371,1,48205
user_4530,18,3,137557
user_4531,30,9,271093
user_4532,60,7,204908
user_4533,201,6,198483
user_4534,99,2,34680
user_4535,32,10,208876
user_4536,97,10,261900
user_4537,164,4,96841
user_4538,144,3,30453
user_4539,13,8,248590
user_454,3,9,233005
user_4540,388,2,50408
user_4541,180,7,223718
user_4542,53,5,93062
user_4543,113,4,114999
user_4544,40,10,228722
user_4545,29,10,290380
user_4546,25,9,274123
user_4547,145,10,262042
user_4548,37,3,64689
user_4549,97,9,219738
user_455,25,9,230429
user_4550,447,1,33011
user_4551,236,6,141956
user_4552,473,3,59879
user_4554,53,3,78835
user_4555,3,6,196645
user_4556,185,2,72183
user_4557,26,7,182455
user_4558,145,6,127354
user_456,36,5,134317
user_4560,629,5,158991
user_4561,623,1,31355
user_4562,92,4,68413
user_4563,11,9,232744
user_4564,65,7,186738
user_4565,266,2,28274
user_4566,422,1,18136
user_4567,29,4,96594
user_457,103,8,253823
user_4570,195,10,277198
user_4571,208,9,199562
user_4572,186,3,29043
user_4574,44,8,208256
user_4575,219,7,193929
user_4576,236,1,14944
user_4577,42,5,119241
user_4578,81,8,191631
user_4579,162,5,161357
user_458,419,2,69133
user_4582,72,7,251911
user_4583,33,10,197841
user_4584,71,5,94621
user_4585,135,9,207716
user_4587,724,1,20263
user_4588,38,9,204627
user_4589,117,4,163910
user_459,7,5,66730
user_4590,496,2,88506
user_4591,272,2,46941
user_4592,160,6,118274
user_4593,72,7,217321
user_4594,192,2,65562
user_4595,19,10,276589
user_4596,105,6,237992
user_4597,108,9,205765
user_4598,22,10,304998
user_4599,472,3,76442
user_46,123,6,180529
user_460,148,10,345688
user_4600,121,4,69818
user_4601,93,10,233453
user_4602,114,10,262838
user_4603,176,2,82476
user_4604,37,7,236341
user_4605,499,3,97215
user_4606,132,9,161686
user_4607,780,2,88908
user_4608,97,5,106721
user_4609,343,4,53874
user_461,19,9,200598
user_4610,73,10,252229
user_4611,28,4,82974
user_4612,268,3,108459
user_4613,190,10,187160
user_4614,14,8,135806
user_4615,40,8,220311
user_4616,215,6,147771
user_4618,363,9,253223
user_4619,143,8,193217
user_462,93,8,234231
user_4620,212,3,100304
user_4621,21,3,86789
user_4622,35,6,160125
user_4623,54,9,212787
user_4624,121,5,117641
user_4625,90,5,75776
user_4626,28,5,130222
user_4627,78,10,284114
user_4628,46,3,86474
user_4629,164,7,241095
user_463,144,5,93184
user_4631,79,3,56112
user_4632,6,8,164517
user_4633,34,7,172283
user_4634,109,5,92670
user_4635,44,8,189436
user_4636,47,9,200578
user_4637,69,6,216541
user_4639,18,8,202156
user_464,324,2,59028
user_4640,200,7,112280
user_4641,29,6,186930
user_4642,264,10,214528
user_4643,13,9,227981
user_4644,308,6,114381
user_4645,333,3,44995
user_4646,68,5,129046
user_4647,71,3,82699
user_4648,81,5,100725
user_4649,47,9,249373
user_465,21,5,47706
user_4650,34,10,266597
user_4651,16,5,120538
user_4652,663,1,24141
user_4653,57,5,142278
user_4654,145,9,280104
user_4655,280,4,108429
user_4656,417,2,28365
user_4657,186,8,223889
user_4658,102,7,194925
user_4659,60,5,143316
user_466,39,5,112434
user_4660,152,4,134742
user_4661,210,4,114853
user_4662,61,10,239137
user_4663,13,8,195437
user_4664,22,7,246209
user_4665,139,6,170791
user_4666,143,4,106393
user_4667,190,9,249276
user_4668,645,1,3246
user_4669,598,4,132373
user_467,105,8,231124
user_4670,699,1,2016
user_4672,41,9,191809
user_4673,266,2,42370
user_4674,54,4,106100
user_4675,121,7,158251
user_4676,7,4,113520
user_4677,94,10,220205
user_4678,519,2,85015
user_4679,49,3,63435
user_468,209,7,154836
user_4680,99,7,243437
user_4681,7,7,132680
user_4682,58,10,208578
user_4683,9,10,270433
user_4684,6,5,135634
user_4685,70,1,7723
user_4686,6,6,71786
user_4687,337,3,78206
user_4689,131,10,264324
user_469,205,7,216933
user_4690,33,7,174930
user_4692,64,2,63114
user_4693,320,4,122272
user_4694,115,4,122762
user_4695,20,8,139162
user_4696,24,6,88525
user_4697,156,10,298458
user_4698,58,10,240300
user_4699,139,10,319626
user_47,12,8,166699
user_470,86,9,339228
user_4700,121,7,207484
user_4701,65,6,119150
user_4702,167,5,113689
user_4703,231,1,4896
user_4704,329,2,69383
user_4705,11,3,83265
user_4706,295,4,125640
user_4707,9,6,220065
user_4708,255,9,222016
user_4709,231,5,101745
user_471,267,6,139793
user_4710,275,4,129463
user_4711,120,7,211393
user_4712,376,1,29759
user_4713,199,9,237385
user_4715,114,3,92253
user_4716,169,4,93996
user_4717,231,6,120718
user_4718,24,7,178790
user_4719,98,8,198501
user_472,65,6,171282
user_4720,34,4,108186
user_4721,226,4,64830
user_4722,333,3,56719
user_4723,42,5,71513
user_4724,179,1,3282
user_4725,26,9,258494
user_4726,68,1,6016
user_4727,100,8,195347
user_473,245,4,113313
user_4730,46,10,221286
user_4731,400,1,24695
user_4732,18,10,261920
user_4733,250,5,90867
user_4734,286,2,55252
user_4735,24,8,197866
user_4736,369,4,153622
user_4737,34,7,155024
user_4738,9,9,269455
user_4739,89,7,171639
user_474,418,1,34731
user_4740,46,10,200674
user_4741,522,2,35286
user_4742,24,8,221261
user_4743,66,2,18275
user_4744,10,9,260668
user_4745,578,2,57382
user_4746,143,10,250028
user_4748,249,6,172942
user_4749,39,10,233627
user_475,443,5,122294
user_4750,72,10,278391
user_4751,71,9,177124
user_4753,228,2,17866
user_4754,160,6,150783
user_4755,475,2,26552
user_4756,226,4,82227
user_4757,136,8,241445
user_4758,76,9,210787
user_476,51,3,65673
user_4760,390,2,25458
user_4761,7,10,272206
user_4762,1,10,187629
user_4763,76,8,160797
user_4764,370,2,57379
user_4765,433,2,41693
user_4766,52,7,157832
user_4767,71,9,205216
user_4768,120,8,164336
user_4769,40,8,137775
user_477,140,7,130808
user_4770,272,1,23487
user_4771,14,6,206368
user_4772,288,1,20310
user_4773,1,5,121354
user_4774,60,5,84096
user_4775,112,7,199182
user_4777,197,3,92679
user_4778,72,10,296711
user_4779,116,3,99665
user_478,79,2,42873
user_4780,54,9,187185
user_4781,32,9,249438
user_4782,155,10,246444
user_4783,54,7,231300
user_4784,150,9,186238
user_4785,17,10,317718
user_4786,29,9,222201
user_4787,107,7,179679
user_4788,70,4,109517
user_4789,14,4,90885
user_4790,551,1,11503
user_4791,193,7,198181
user_4792,40,8,204373
user_4793,223,4,23823
user_4794,268,2,41051
user_4795,18,6,68267
user_4796,72,9,295785
user_4797,244,6,136030
user_4798,132,8,245565
user_4799,21,10,222178
user_48,22,9,233694
user_480,13,10,180333
user_4800,66,9,305028
user_4801,28,6,187097
user_4802,94,6,242615
user_4803,30,4,126988
user_4804,22,7,154492
user_4805,338,2,47993
user_4806,24,7,164569
user_4807,216,9,254091
user_4808,205,6,133570
user_4809,199,9,219111
user_4810,499,9,273533
user_4811,122,1,24407
user_4812,40,10,262037
user_4813,77,3,47191
user_4814,156,1,37399
user_4815,10,7,222212
user_4816,42,10,281844
user_4817,86,9,191157
user_4818,7,9,215627
user_4819,62,7,197000
user_482,115,7,146639
user_4820,96,8,192493
user_4821,67,7,136594
user_4822,321,5,109976
user_4823,59,5,173590
user_4824,329,2,26886
user_4825,28,9,164491
user_4827,449,3,68750
user_4828,23,10,254177
user_4829,70,7,119236
user_483,1,3,79599
user_4830,3,8,205465
user_4831,246,10,307161
user_4832,72,2,10941
user_4833,216,8,206614
user_4835,351,7,166122
user_4836,20,8,201708
user_4837,111,6,96791
user_4838,204,7,198427
user_4839,6,3,65639
user_484,28,6,188825
user_4840,30,1,38688
user_4841,4,9,246496
user_4842,22,8,195297
user_4843,509,1,26467
user_4844,298,8,258291
user_4845,26,5,137233
user_4846,204,7,207269
user_4848,19,7,175448
user_4849,192,3,68793
user_485,56,6,197832
user_4850,270,4,81574
user_4851,51,6,152670
user_4852,521,2,41075
user_4853,28,3,77534
user_4854,59,10,200722
user_4857,229,5,136175
user_4858,86,8,292066
user_4859,272,6,174073
user_486,266,9,187018
user_4860,57,5,140606
user_4861,71,9,236273
user_4862,249,10,238791
user_4863,97,5,147731
user_4864,25,8,217452
user_4865,94,8,170511
user_4869,76,10,209816
user_487,128,4,123332
user_4870,141,8,150723
user_4871,235,8,236762
user_4872,5,4,119733
user_4873,82,9,230010
user_4874,288,2,54429
user_4875,310,1,31563
user_4876,77,8,182885
user_4877,39,10,191219
user_4878,268,3,89467
user_4879,15,7,175191
user_488,386,3,61748
user_4880,167,9,287354
user_4881,29,10,185770
user_4882,679,1,22757
user_4883,148,4,43778
user_4884,1,4,125927
user_4885,107,3,55162
user_4886,94,7,215724
user_4887,84,10,290642
user_4888,22,6,112119
user_4889,81,1,38856
user_489,57,6,155467
user_4891,39,4,56889
user_4892,30,3,110510
user_4893,237,6,115346
user_4894,36,10,282617
user_4895,242,9,262941
user_4896,9,10,261262
user_4897,113,5,104528
user_4899,190,4,161328
user_49,350,4,76026
user_490,77,6,138443
user_4900,111,9,232220
user_4901,84,5,124865
user_4902,55,6,182212
user_4903,381,2,65413
user_4904,22,10,272766
user_4905,354,4,135262
user_4906,150,10,190056
user_4907,73,8,180413
user_4909,339,1,37408
user_491,17,9,214700
user_4910,60,7,131481
user_4911,219,4,131486
user_4912,30,9,191849
user_4913,1,5,154934
user_4914,76,6,114738
user_4915,236,3,26647
user_4916,24,8,166978
user_4917,2,4,82488
user_4918,142,10,202886
user_492,74,9,184070
user_4920,139,4,114556
user_4921,177,1,19056
user_4922,140,2,42826
user_4924,52,10,254993
user_4925,14,1,38177
user_4926,37,8,211048
user_4927,405,1,21244
user_4928,340,7,193285
user_4929,124,6,136177
user_493,366,5,148213
user_4930,201,3,54837
user_4931,84,3,80484
user_4932,225,7,131359
user_4933,28,6,194542
user_4934,108,9,221111
user_4935,268,4,155097
user_4937,51,10,254593
user_4938,51,5,166527
user_4939,521,2,69245
user_4940,216,1,4959
user_4941,119,5,119517
user_4943,29,6,111402
user_4944,422,4,88849
user_4945,109,8,252702
user_4946,74,9,162284
user_4947,297,4,88385
user_4948,16,9,216145
user_4949,65,8,276159
user_495,349,3,91993
user_4951,330,2,19126
user_4952,45,7,135402
user_4953,61,10,249991
user_4954,136,8,217317
user_4955,130,7,196634
user_4957,58,10,315693
user_4958,236,4,85975
user_4959,5,7,151517
user_496,37,9,231626
user_4960,459,2,12378
user_4961,32,1,16028
user_4962,45,2,51353
user_4963,148,9,308491
user_4964,12,7,161611
user_4965,21,5,94734
user_4966,148,8,151724
user_4967,23,7,181833
user_4968,229,10,354946
user_4969,7,4,100568
user_497,68,8,217594
user_4970,520,4,128769
user_4971,43,7,211839
user_4972,212,3,80104
user_4973,268,7,263398
user_4974,16,10,274881
user_4975,13,8,201028
user_4976,768,1,34461
user_4977,322,4,64580
user_4978,280,3,108905
user_4979,38,4,109942
user_498,268,3,65287
user_4980,7,8,183935
user_4981,155,1,19171
user_4982,254,2,56382
user_4983,142,8,278074
user_4984,31,10,325519
user_4985,688,1,29874
user_4986,69,6,148340
user_4987,55,8,167033
user_4988,769,1,7539
user_4989,474,2,74233
user_499,41,10,230719
user_4990,22,6,214117
user_4991,345,4,92269
user_4992,142,3,92054
user_4994,229,6,121851
user_4995,135,2,73727
user_4996,270,9,199580
user_4997,451,7,146018
user_4998,127,10,269433
user_4999,146,6,109134
user_5,20,3,66780
user_50,7,4,68308
user_500,479,1,16478
user_5000,6,10,266648
user_501,94,6,147404
user_502,55,8,268956
user_503,120,3,51064
user_504,81,3,58686
user_505,529,3,86777
user_506,232,7,161869
user_507,148,7,174079
user_508,308,10,219051
user_509,99,9,211906
user_51,58,3,98554
user_510,31,7,125485
user_511,34,7,149152
user_512,582,2,33749
user_513,32,3,34763
user_514,228,3,107325
user_515,19,6,152669
user_516,200,10,250926
user_517,222,6,137844
user_518,805,1,22351
user_519,89,10,303936
user_520,43,10,255135
user_521,297,7,168880
user_522,103,3,87323
user_523,64,7,199407
user_524,173,8,212960
user_525,199,4,96570
user_526,41,7,227578
user_527,28,8,170348
user_528,196,10,263806
user_529,119,4,65071
user_53,804,1,40312
user_530,101,7,151783
user_531,745,1,43099
user_532,27,4,76599
user_533,132,6,170036
user_536,75,10,261548
user_537,31,10,270350
user_538,4,5,190822
user_539,27,9,202187
user_540,117,5,159386
user_541,197,4,97035
user_542,19,8,165028
user_543,5,10,173404
user_544,66,9,145658
user_545,15,8,146164
user_546,9,3,110941
user_547,30,8,133401
user_549,637,2,43157
user_55,128,4,67535
user_550,363,1,33565
user_551,9,9,243497
user_552,248,2,51003
user_553,17,10,239886
user_554,713,1,33190
user_555,22,10,237623
user_556,492,1,36868
user_557,26,8,154101
user_558,419,1,916
user_559,82,9,241324
user_56,207,7,129809
user_560,419,8,146907
user_561,236,6,206636
user_562,84,4,119778
user_563,45,9,234629
user_565,63,1,44949
user_566,137,7,241186
user_567,161,6,147145
user_568,348,3,114049
user_569,53,6,174631
user_57,18,7,158513
user_570,2,5,126869
user_571,42,8,242709
user_572,435,2,15899
user_573,347,2,49376
user_574,264,2,26202
user_575,174,7,145464
user_576,138,3,112705
user_577,152,5,152768
user_578,100,1,4530
user_579,15,10,238689
user_58,29,5,178787
user_580,135,9,234363
user_581,256,4,22583
user_582,48,9,213565
user_583,5,4,136458
user_585,23,5,104953
user_586,95,5,191247
user_587,29,6,199078
user_588,209,4,56509
user_589,67,9,224272
user_59,51,2,74256
user_590,237,3,55431
user_591,117,4,71855
user_593,652,1,29495
user_594,12,8,199129
user_595,52,6,190807
user_596,42,5,95543
user_597,191,3,75971
user_599,129,3,84958
user_6,264,10,269399
user_60,32,8,282331
user_601,72,5,130819
user_602,39,5,108508
user_603,63,10,274460
user_604,805,1,38382
user_605,23,10,248068
user_606,622,2,21306
user_607,223,9,247783
user_608,159,7,184785
user_609,572,4,79089
user_61,88,9,274332
user_610,62,8,222572
user_611,152,10,327178
user_612,91,6,144135
user_613,202,4,137718
user_614,12,8,149555
user_615,264,6,151845
user_616,110,3,70080
user_617,2,9,272313
user_619,73,3,64336
user_620,60,8,296657
user_621,134,5,124588
user_622,137,4,102286
user_623,174,5,127265
user_624,100,5,98474
user_625,35,9,235434
user_626,153,1,2695
user_627,109,4,108532
user_628,131,8,217456
user_629,66,4,80454
user_63,25,6,144314
user_630,123,9,274724
user_631,143,10,241673
user_632,14,10,327898
user_633,499,1,18765
user_634,59,10,370234
user_635,279,3,107375
user_636,333,7,103915
user_637,14,9,185924
user_638,526,2,72171
user_639,45,10,264502
user_64,597,1,19158
user_640,82,6,191472
user_641,563,2,41694
user_642,748,2,72890
user_643,309,6,105956
user_644,4,6,191383
user_645,126,4,93578
user_646,118,8,187128
user_647,27,9,310887
user_648,80,3,103077
user_649,235,5,136899
user_650,94,4,70763
user_651,33,9,232966
user_652,34,4,33578
user_653,694,1,23876
user_654,8,6,139532
user_655,80,9,229623
user_656,397,7,161465
user_658,89,10,216896
user_66,499,1,3730
user_660,211,5,127462
user_661,86,7,181703
user_663,649,3,61470
user_664,377,3,49962
user_665,51,10,249681
user_666,423,3,66418
user_667,156,8,212225
user_668,61,3,119178
user_669,541,2,57132
user_67,62,7,71373
user_670,162,4,149459
user_671,214,8,209128
user_672,1,6,124099
user_673,6,9,217996
user_674,205,5,105452
user_675,278,7,184390
user_676,506,5,144205
user_677,270,3,82499
user_678,212,7,126926
user_679,153,2,16738
user_68,402,2,89893
user_680,125,7,149746
user_681,93,3,107686
user_682,76,5,143118
user_683,755,1,8986
user_684,150,10,158458
user_685,59,10,292910
user_686,95,7,280468
user_687,47,6,192905
user_688,246,3,128749
user_689,713,1,19457
user_69,6,5,153407
user_690,52,3,64469
user_691,121,9,129305
user_692,114,9,200047
user_693,239,3,81003
user_694,203,6,186585
user_695,602,2,37548
user_696,233,6,208227
user_698,247,2,26797
user_699,188,3,69704
user_7,34,8,225458
user_70,609,2,45982
user_700,92,10,227460
user_701,9,7,194389
user_702,88,10,309060
user_703,382,3,66110
user_704,308,4,119524
user_705,31,10,285507
user_706,359,6,78451
user_707,70,3,84413
user_708,83,5,115118
user_709,31,10,275183
user_71,50,1,31972
user_710,579,1,19503
user_712,6,9,130151
user_713,147,1,30079
user_714,84,10,244158
user_715,165,9,194625
user_716,27,6,189978
user_717,424,2,57138
user_718,104,3,86648
user_719,71,5,176945
user_72,22,10,270985
user_720,253,4,136482
user_722,52,5,91418
user_723,208,3,98509
user_724,62,7,140857
user_725,73,3,98169
user_726,266,5,186052
user_727,106,1,40260
user_728,98,10,248450
user_729,348,7,84673
user_73,136,6,175017
user_731,34,10,299181
user_732,534,1,20689
user_733,249,4,84146
user_734,116,10,275759
user_735,168,9,208391
user_736,258,6,122295
user_737,621,1,8899
user_738,31,10,337699
user_739,469,6,156508
user_74,130,8,245174
user_741,94,5,153981
user_742,7,4,96429
user_743,495,3,39618
user_744,45,10,235915
user_745,38,10,241753
user_746,27,6,168456
user_747,8,10,219215
user_748,151,10,172950
user_749,79,2,62872
user_751,96,9,177154
user_753,596,1,17013
user_754,547,2,20306
user_755,654,2,37385
user_756,64,7,107413
user_757,129,8,220579
user_758,71,6,116726
user_759,95,8,158207
user_76,186,3,76195
user_760,190,7,82970
user_761,147,5,137552
user_762,24,8,214765
user_763,225,3,98349
user_765,65,10,277758
user_766,149,5,66791
user_767,136,5,146346
user_768,2,6,113073
user_769,146,3,70251
user_77,240,9,280543
user_770,48,1,23012
user_771,189,8,133987
user_772,68,5,122094
user_773,78,4,99623
user_774,45,6,165728
user_775,35,7,245057
user_776,8,9,238697
user_777,203,6,132463
user_779,143,4,105610
user_78,657,1,36305
user_780,106,5,89646
user_781,76,4,92270
user_782,259,8,177855
user_783,30,8,62286
user_784,53,9,296386
user_785,98,7,120151
user_786,240,4,89290
user_787,94,6,137194
user_788,166,10,290599
user_789,610,2,67831
user_79,40,4,43795
user_791,263,2,6086
user_792,170,9,320950
user_793,32,3,59168
user_794,121,5,80244
user_795,148,3,71202
user_796,260,3,104687
user_797,200,1,15468
user_799,109,7,131954
user_8,62,2,65466
user_80,29,4,101440
user_800,121,3,53598
user_801,71,10,262320
user_802,233,2,64629
user_803,170,10,212488
user_804,185,6,117901
user_805,36,7,144504
user_806,21,10,201707
user_807,56,7,212694
user_808,12,7,149833
user_809,706,1,27413
user_81,795,1,15858
user_810,95,2,46417
user_811,583,1,30437
user_812,164,10,229634
user_813,288,3,55181
user_814,501,3,122916
user_815,405,2,76185
user_816,298,3,44884
user_817,66,5,77249
user_818,491,1,8284
user_819,58,10,273544
user_82,673,1,567
user_820,280,4,77940
user_821,110,10,202400
user_822,36,3,80120
user_823,50,4,129324
user_824,94,5,125873
user_825,365,3,89308
user_826,2,9,204770
user_827,75,4,128545
user_828,264,2,16812
user_83,194,1,808
user_830,62,4,52570
user_831,233,8,279267
user_832,201,8,169527
user_833,37,5,115022
user_834,154,8,160792
user_835,76,6,153362
user_836,141,4,40327
user_837,4,4,71230
user_838,159,7,153452
user_839,399,3,83115
user_84,18,1,37214
user_840,123,10,226338
user_841,381,3,83543
user_842,287,9,186237
user_843,26,4,100613
user_844,164,6,165679
user_845,130,6,124376
user_846,45,8,178431
user_847,27,5,80773
user_848,90,10,212021
user_849,34,9,223544
user_85,34,3,52261
user_850,15,6,197015
user_851,9,8,148944
user_852,132,5,135029
user_853,183,2,21118
user_854,44,8,237972
user_855,178,9,166513
user_856,456,1,42318
user_857,60,8,201215
user_858,451,1,2486
user_859,34,7,168782
user_860,36,3,103039
user_861,10,3,69815
user_862,289,8,209335
user_863,119,6,191885
user_864,77,9,254831
user_865,16,6,138568
user_866,57,7,225807
user_868,56,8,235297
user_869,527,1,18251
user_87,327,1,22833
user_871,335,2,16807
user_872,66,7,130703
user_873,38,10,335817
user_874,79,10,260906
user_875,4,8,289140
user_876,19,8,181222
user_877,153,4,123991
user_878,246,8,189794
user_879,5,6,158072
user_880,94,5,91757
user_881,25,7,146307
user_882,5,5,102585
user_883,161,3,65525
user_884,2,3,110967
user_886,502,2,22523
user_887,54,6,154299
user_888,10,9,199129
user_889,733,4,85904
user_890,73,8,164468
user_891,367,4,108635
user_892,58,6,229265
user_893,118,1,15250
user_894,159,6,79814
user_895,248,10,266744
user_896,81,4,136711
user_897,5,7,237708
user_898,55,1,8985
user_899,3,6,161721
user_9,200,5,144016
user_90,52,6,207652
user_900,72,7,200128
user_901,308,3,90627
user_902,68,7,177027
user_903,12,9,268958
user_904,30,10,327406
user_905,44,7,231373
user_906,35,8,227461
user_907,154,4,135714
user_908,45,4,137987
user_909,43,4,97712
user_91,255,8,178927
user_910,59,8,287680
user_911,372,6,134244
user_912,304,2,40703
user_913,591,1,20668
user_914,62,6,171540
user_915,48,6,167110
user_916,86,9,257084
user_917,156,10,256829
user_918,173,5,113817
user_919,65,4,139293
user_92,131,9,225575
user_920,139,6,176657
user_921,373,4,94426
user_922,363,1,47450
user_923,185,6,46298
user_924,279,4,99116
user_925,546,1,9906
user_926,175,10,137423
user_928,215,2,49814
user_929,359,2,76520
user_93,673,1,476
user_930,47,4,78530
user_931,369,6,134014
user_932,457,2,34625
user_933,317,6,126168
user_934,30,8,285942
user_936,206,2,27769
user_938,253,5,112553
user_939,59,4,120493
user_94,143,8,192122
user_940,101,8,162948
user_942,167,3,85326
user_943,13,4,60793
user_944,74,5,109852
user_945,22,9,250868
user_946,6,8,178451
user_947,203,4,65401
user_948,506,2,70900
user_949,243,4,75203
user_95,58,5,109122
user_950,18,9,198206
user_951,265,6,116756
user_952,3,9,192720
user_953,27,8,225136
user_954,186,5,72547
user_955,631,2,62117
user_956,466,6,174365
user_957,671,1,25187
user_958,107,6,174554
user_959,25,5,108300
user_96,175,2,68088
user_960,28,7,109707
user_961,6,5,145058
user_963,219,2,11357
user_964,492,4,104306
user_965,48,9,258800
user_967,166,6,208908
user_968,110,9,210366
user_969,36,7,251055
user_97,54,10,300686
user_970,69,7,64990
user_971,21,7,236153
user_972,175,2,54747
user_973,501,1,14792
user_974,25,4,111837
user_975,22,9,174490
user_976,111,9,158778
user_977,12,4,87798
user_978,224,1,38518
user_979,52,7,188594
user_98,331,3,69669
user_981,13,4,118916
user_982,30,3,103655
user_983,105,8,266487
user_984,191,8,216949
user_985,69,6,220419
user_986,99,4,103583
user_987,189,4,73821
user_988,146,2,94315
user_989,91,5,145073
user_99,61,10,249696
user_990,44,10,275426
user_991,170,9,233096
user_992,293,3,74465
user_993,567,3,56590
user_994,222,5,140535
user_995,333,2,53908
user_996,56,7,204278
user_997,42,9,203515
user_998,46,8,308483
user_999,306,4,75601
